CHAVE,NUMERO,CFOP,DATA,ISBN,EXEMPLARES,VALOR_UNITARIO,VALOR_TOTAL
31241021238738000323550010000000811899010712,81,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,11/10/2024 13:56:42,"311 :: 311 :: :: 9788539305070 :: 9000000000311 :: CIENCIA DA LINGUAGEM, A","1,00","76,80","76,80"
31241021238738000323550010000000821403023184,82,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,11/10/2024 15:17:37,363 :: 363 :: :: 9786557112076 :: 9000000000363 :: POR QUE NAO O SOCIALISMO?,"1,00","39,20","39,20"
31241021238738000323550010000000831307310620,83,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,11/10/2024 21:20:51,374 :: 374 :: :: 9786557111956 :: 9000000000374 :: UMA NOVA MUDANCA ESTRUTURAL DA,"1,00","31,20","31,20"
31241021238738000323550010000000841336559116,84,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,11/10/2024 21:24:22,43 :: 43 :: :: 9780000000000 :: 9780000000000 :: Promocional,"2,00","5,00","10,00"
31241021238738000323550010000000851545732713,85,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,14/10/2024 21:21:01,57 :: 57 :: :: 9788570783851 :: 9788570783851 :: Transmissão de energia elétrica,"1,00","50,00","50,00"
31241021238738000323550010000000871355381710,87,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,14/10/2024 21:23:07,57 :: 57 :: :: 9788570783851 :: 9788570783851 :: Transmissão de energia elétrica,"1,00","50,00","50,00"
31241021238738000323550010000000881602817915,88,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,16/10/2024 11:50:28,72 :: 72 :: :: 9788542303100 :: 9000000000072 :: 10a ed. MANUAL PARA NORMALIZACAO DE PUBLICACOES TECNICO-CIENTIFICAS,"1,00","30,00","30,00"
31241021238738000323550010000000891329439115,89,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,14/10/2024 21:30:15,192 :: 192 :: :: 9788542300420 :: 9000000000192 :: 2a ed. LEXICO DA HISTORIA DOS CONCEITOS POLITICOS DO BRASIL,"1,00","61,60","61,60"
31241021238738000323550010000000891329439115,89,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,14/10/2024 21:30:15,156 :: 156 :: :: 9786558580010 :: 9000000000156 :: 1a ed. O TRATADO DE GUERRA,"1,00","52,80","52,80"
31241021238738000323550010000000891329439115,89,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,14/10/2024 21:30:15,"113 :: 113 :: :: 9788570413505 :: 9000000000113 :: 1a ed. FUNCOES DA RETORICA PARLAMENTAR NA REVOLUCAO FRANCESA, AS - ESTUDOS PRELIMINARES PARA UMA PRAGMATICA HISTORI","1,00","36,80","36,80"
31241021238738000323550010000000901982534765,90,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,15/10/2024 15:49:20,3 :: 3 :: :: 9786588055045 :: 9786588055045 :: Escritos da Série Cognitiva,"1,00","50,00","50,00"
31241021238738000323550010000000911345443642,91,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,15/10/2024 21:05:59,"288 :: 288 :: :: 9786557110058 :: 9000000000288 :: POLIMATA, O","1,00","75,20","75,20"
31241021238738000323550010000000921845196650,92,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/10/2024 10:12:19,342 :: 342 :: :: 9786557111635 :: 9000000000342 :: ESPERANCA SEM OTIMISMO,"1,00","32,40","32,40"
31241021238738000323550010000000921845196650,92,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/10/2024 10:12:19,226 :: 226 :: :: 9788539305711 :: 9000000000226 :: MAO DO AUTOR E A MENTE DO EDIT,"1,00","41,40","41,40"
31241021238738000323550010000000921845196650,92,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/10/2024 10:12:19,"403 :: 403 :: :: 9788571392236 :: 9000000000403 :: AVENTURA DO LIVRO, A","1,00","49,20","49,20"
31241021238738000323550010000000921845196650,92,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/10/2024 10:12:19,"407 :: 407 :: :: 9788539307425 :: 9000000000407 :: CIENCIA DA DOR, A","1,00","47,40","47,40"
31241021238738000323550010000000921845196650,92,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/10/2024 10:12:19,364 :: 364 :: :: 9786557111499 :: 9000000000364 :: PSICOLOGIA,"1,00","28,80","28,80"
31241021238738000323550010000000921845196650,92,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/10/2024 10:12:19,326 :: 326 :: :: 9788571398511 :: 9000000000326 :: DIREITO E PODER,"1,00","41,40","41,40"
31241021238738000323550010000000921845196650,92,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/10/2024 10:12:19,312 :: 312 :: :: 9788571399396 :: 9000000000312 :: CIENCIA E FE - 2. EDICAO,"2,00","27,00","54,00"
31241021238738000323550010000000921845196650,92,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/10/2024 10:12:19,"4 :: 4 :: :: 9786558240228 :: 9786558240228 :: A noção de alma na ""Suma de Teologia"" de Tomás de Aquino","7,00","22,50","157,50"
31241021238738000323550010000000921845196650,92,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/10/2024 10:12:19,11 :: 11 :: :: 9786588055038 :: 9786588055038 :: A igreja como poder eclesiástico e civil em Thomas Hobbes,"7,00","42,50","297,50"
31241021238738000323550010000000931050177857,93,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/10/2024 10:22:56,"234 :: 234 :: :: 9788539303656 :: 9000000000234 :: SACRALIDADE DA PESSOA, A","1,00","41,40","41,40"
31241021238738000323550010000000931050177857,93,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/10/2024 10:22:56,"238 :: 238 :: :: 9788539305063 :: 9000000000238 :: VIDA EM COMUM, A","1,00","38,40","38,40"
31241021238738000323550010000000931050177857,93,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/10/2024 10:22:56,"242 :: 242 :: :: 9788571395916 :: 9000000000242 :: ADMINISTRACAO, PODER E IDEOLOG","1,00","33,00","33,00"
31241021238738000323550010000000931050177857,93,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/10/2024 10:22:56,"247 :: 247 :: :: 9788539306909 :: 9000000000247 :: IDEIAS E OS FATOS, AS","1,00","42,00","42,00"
31241021238738000323550010000000931050177857,93,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/10/2024 10:22:56,250 :: 250 :: :: 9788571395749 :: 9000000000250 :: ATORES E PODERES NA NOVA ORDEM,"1,00","40,80","40,80"
31241021238738000323550010000000931050177857,93,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/10/2024 10:22:56,"255 :: 255 :: :: 9788539307203 :: 9000000000255 :: REVOLTA DA VACINA, A","1,00","22,80","22,80"
31241021238738000323550010000000931050177857,93,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/10/2024 10:22:56,240 :: 240 :: :: 9788539307814 :: 9000000000240 :: ACELERACAO,"1,00","63,00","63,00"
31241021238738000323550010000000931050177857,93,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/10/2024 10:22:56,"308 :: 308 :: :: 9788539306916 :: 9000000000308 :: CAPITALISMO, SOCIALISMO E DEMO","1,00","64,80","64,80"
31241021238738000323550010000000931050177857,93,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/10/2024 10:22:56,310 :: 310 :: :: 9786557110386 :: 9000000000310 :: CIDADANIA E CLASSE SOCIAL,"1,00","27,60","27,60"
31241021238738000323550010000000931050177857,93,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/10/2024 10:22:56,312 :: 312 :: :: 9788571399396 :: 9000000000312 :: CIENCIA E FE - 2. EDICAO,"1,00","27,00","27,00"
31241021238738000323550010000000931050177857,93,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/10/2024 10:22:56,319 :: 319 :: :: 9788539301782 :: 9000000000319 :: CULTURA E MATERIALISMO,"1,00","51,00","51,00"
31241021238738000323550010000000931050177857,93,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/10/2024 10:22:56,320 :: 320 :: :: 9788539304059 :: 9000000000320 :: DA INTERPRETACAO,"1,00","34,20","34,20"
31241021238738000323550010000000931050177857,93,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/10/2024 10:22:56,321 :: 321 :: :: 9788539301584 :: 9000000000321 :: DA LIBERDADE DO CRISTAO - 2. E,"1,00","25,20","25,20"
31241021238738000323550010000000931050177857,93,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/10/2024 10:22:56,328 :: 328 :: :: 9786557110577 :: 9000000000328 :: DISCURSO DE ODIO,"1,00","34,80","34,80"
31241021238738000323550010000000931050177857,93,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/10/2024 10:22:56,330 :: 330 :: :: 9788539306145 :: 9000000000330 :: ECLIPSE DA RAZAO,"1,00","36,00","36,00"
31241021238738000323550010000000931050177857,93,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/10/2024 10:22:56,336 :: 336 :: :: 9786557110324 :: 9000000000336 :: EM DEFESA DO UNIVERSAL,"1,00","48,00","48,00"
31241021238738000323550010000000931050177857,93,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/10/2024 10:22:56,340 :: 340 :: :: 9788539300952 :: 9000000000340 :: ESCRITA DA HISTORIA - 2. EDICA,"1,00","49,20","49,20"
31241021238738000323550010000000931050177857,93,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/10/2024 10:22:56,341 :: 341 :: :: 9788571399211 :: 9000000000341 :: ESCRITOS SOBRE CIENCIA E RELIG,"1,00","40,80","40,80"
31241021238738000323550010000000931050177857,93,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/10/2024 10:22:56,342 :: 342 :: :: 9786557111635 :: 9000000000342 :: ESPERANCA SEM OTIMISMO,"1,00","32,40","32,40"
31241021238738000323550010000000931050177857,93,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/10/2024 10:22:56,344 :: 344 :: :: 9788539304035 :: 9000000000344 :: FE E SABER,"1,00","15,60","15,60"
31241021238738000323550010000000931050177857,93,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/10/2024 10:22:56,347 :: 347 :: :: 9788539307609 :: 9000000000347 :: FRAGMENTOS DE UM DISCURSO AMOR,"1,00","40,80","40,80"
31241021238738000323550010000000931050177857,93,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/10/2024 10:22:56,352 :: 352 :: :: 9788539305247 :: 9000000000352 :: HISTORIA DO ATEISMO,"1,00","74,40","74,40"
31241021238738000323550010000000931050177857,93,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/10/2024 10:22:56,361 :: 361 :: :: 9788539306114 :: 9000000000361 :: POLITICA E CULTURA,"1,00","55,20","55,20"
31241021238738000323550010000000931050177857,93,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/10/2024 10:22:56,366 :: 366 :: :: 9786557110416 :: 9000000000366 :: SOBRE A LIBERDADE DA VONTADE,"1,00","26,40","26,40"
31241021238738000323550010000000931050177857,93,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/10/2024 10:22:56,370 :: 370 :: :: 9786557111604 :: 9000000000370 :: TEORIA DA ACAO COMUNICATIVA -,"1,00","110,40","110,40"
31241021238738000323550010000000931050177857,93,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/10/2024 10:22:56,"378 :: 378 :: :: 9788539301478 :: 9000000000378 :: IDEIA DE CULTURA - 2. EDICAO,","1,00","36,00","36,00"
31241021238738000323550010000000931050177857,93,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/10/2024 10:22:56,393 :: 393 :: :: 9788539305704 :: 9000000000393 :: NA ESTEIRA DA TECNOCRACIA,"1,00","43,20","43,20"
31241021238738000323550010000000931050177857,93,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/10/2024 10:22:56,"401 :: 401 :: :: 9788571399167 :: 9000000000401 :: ASCENSAO DO RESTO, A","1,00","52,80","52,80"
31241021238738000323550010000000931050177857,93,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/10/2024 10:22:56,405 :: 405 :: :: 9788539307630 :: 9000000000405 :: BUSCA DA LINGUA PERFEITA NA CU,"1,00","45,60","45,60"
31241021238738000323550010000000931050177857,93,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/10/2024 10:22:56,87 :: 87 :: :: 9786558580744 :: 9000000000087 :: 1a ed. COMMUNITAS: ORIGEM E DESTINO DA COMUNIDADE,"1,00","39,00","39,00"
31241021238738000323550010000000931050177857,93,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/10/2024 10:22:56,"117 :: 117 :: :: 9786558580553 :: 9000000000117 :: 1a ed. HISTORIA, EPIDEMIAS E CAPITALISMO","1,00","35,40","35,40"
31241021238738000323550010000000931050177857,93,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/10/2024 10:22:56,"126 :: 126 :: :: 9788570417541 :: 9000000000126 :: 1a ed. INFORMACAO, SAUDE E REDES SOCIAIS - DIALOGOS DE CONHECIMENTOS NAS COMUNIDADES DA MARE","1,00","16,80","16,80"
31241021238738000323550010000000931050177857,93,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/10/2024 10:22:56,"170 :: 170 :: :: 9788542301793 :: 9000000000170 :: 1a ed. QUANDO AS IMAGENS TOMAM POSICAO - O OLHO DA HISTORIA, I","1,00","39,60","39,60"
31241021238738000323550010000000931050177857,93,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/10/2024 10:22:56,"188 :: 188 :: :: 9788570418340 :: 9000000000188 :: 2a ed. CINCO PARADOXOS DA MODERNIDADE, OS","1,00","28,20","28,20"
31241021238738000323550010000000941144036510,94,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/10/2024 13:39:43,536 :: 536 :: :: 9788570781222 :: 8570781229 :: FORMAÇÃO DOCENTE: saberes e práticas pedagogicas,"1,00","5,00","5,00"
31241021238738000323550010000000951973160161,95,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,17/10/2024 21:27:43,57 :: 57 :: :: 9788570783851 :: 9788570783851 :: Transmissão de energia elétrica,"1,00","50,00","50,00"
31241021238738000323550010000000961108258279,96,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,18/10/2024 10:04:49,336 :: 336 :: :: 9786557110324 :: 9000000000336 :: EM DEFESA DO UNIVERSAL,"1,00","64,00","64,00"
31241021238738000323550010000000971879078796,97,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,18/10/2024 21:22:03,160 :: 160 :: :: 9786558581253 :: 9000000000160 :: 1a ed. PASSADOS CITADOS POR JEAN-LUC GODARD,"1,00","55,20","55,20"
31241021238738000323550010000000981414359154,98,"5115 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS, RECE",24/10/2024 10:32:49,240 :: 240 :: :: 9788539307814 :: 9000000000240 :: ACELERACAO,"1,00","63,00","63,00"
31241021238738000323550010000000981414359154,98,"5115 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS, RECE",24/10/2024 10:32:49,250 :: 250 :: :: 9788571395749 :: 9000000000250 :: ATORES E PODERES NA NOVA ORDEM,"1,00","40,80","40,80"
31241021238738000323550010000000981414359154,98,"5115 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS, RECE",24/10/2024 10:32:49,287 :: 287 :: :: 9786557112175 :: 9000000000287 :: DOMINACAO E DESIGUALDADE,"1,00","40,80","40,80"
31241021238738000323550010000000981414359154,98,"5115 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS, RECE",24/10/2024 10:32:49,"206 :: 206 :: :: 9788539305278 :: 9000000000206 :: ESCORIA DO MUNDO, A","1,00","31,80","31,80"
31241021238738000323550010000000981414359154,98,"5115 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS, RECE",24/10/2024 10:32:49,"208 :: 208 :: :: 9788539306831 :: 9000000000208 :: ESPERANCA DE PANDORA, A","1,00","43,20","43,20"
31241021238738000323550010000000981414359154,98,"5115 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS, RECE",24/10/2024 10:32:49,408 :: 408 :: :: 9788571390287 :: 9000000000408 :: CIENCIA E A FILOSOFIA DOS MODE,"1,00","44,40","44,40"
31241021238738000323550010000000981414359154,98,"5115 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS, RECE",24/10/2024 10:32:49,315 :: 315 :: :: 9786557111017 :: 9000000000315 :: CONSCIENCIA MORAL E ACAO COMUN,"1,00","46,80","46,80"
31241021238738000323550010000000981414359154,98,"5115 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS, RECE",24/10/2024 10:32:49,319 :: 319 :: :: 9788539301782 :: 9000000000319 :: CULTURA E MATERIALISMO,"1,00","51,00","51,00"
31241021238738000323550010000000981414359154,98,"5115 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS, RECE",24/10/2024 10:32:49,336 :: 336 :: :: 9786557110324 :: 9000000000336 :: EM DEFESA DO UNIVERSAL,"1,00","48,00","48,00"
31241021238738000323550010000000981414359154,98,"5115 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS, RECE",24/10/2024 10:32:49,341 :: 341 :: :: 9788571399211 :: 9000000000341 :: ESCRITOS SOBRE CIENCIA E RELIG,"1,00","40,80","40,80"
31241021238738000323550010000000981414359154,98,"5115 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS, RECE",24/10/2024 10:32:49,"378 :: 378 :: :: 9788539301478 :: 9000000000378 :: IDEIA DE CULTURA - 2. EDICAO,","1,00","36,00","36,00"
31241021238738000323550010000000981414359154,98,"5115 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS, RECE",24/10/2024 10:32:49,380 :: 380 :: :: 9786557111505 :: 9000000000380 :: INDICIOS DA POS-MODERNIDADE,"3,00","53,40","160,20"
31241021238738000323550010000000981414359154,98,"5115 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS, RECE",24/10/2024 10:32:49,358 :: 358 :: :: 9786557111901 :: 9000000000358 :: PARA UMA SOCIOLOGIA CRITICA,"2,00","37,20","74,40"
31241021238738000323550010000000981414359154,98,"5115 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS, RECE",24/10/2024 10:32:49,350 :: 350 :: :: 9786557111338 :: 9000000000350 :: HERMENEUTICA E CIENCIA SOCIAL,"2,00","46,80","93,60"
31241021238738000323550010000000981414359154,98,"5115 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS, RECE",24/10/2024 10:32:49,381 :: 381 :: :: 9786557110041 :: 9000000000381 :: INDUSTRIA CULTURAL,"1,00","39,60","39,60"
31241021238738000323550010000000981414359154,98,"5115 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS, RECE",24/10/2024 10:32:49,393 :: 393 :: :: 9788539305704 :: 9000000000393 :: NA ESTEIRA DA TECNOCRACIA,"1,00","43,20","43,20"
31241021238738000323550010000000981414359154,98,"5115 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS, RECE",24/10/2024 10:32:49,375 :: 375 :: :: 9788571395305 :: 9000000000375 :: USOS SOCIAIS DA CIENCIA,"1,00","21,00","21,00"
31241021238738000323550010000000981414359154,98,"5115 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS, RECE",24/10/2024 10:32:49,411 :: 411 :: :: 9786557112496 :: 9000000000411 :: VINGANCA DO BOM SELVAGEM E OUT,"1,00","41,40","41,40"
31241021238738000323550010000000981414359154,98,"5115 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS, RECE",24/10/2024 10:32:49,412 :: 412 :: :: 9786557112410 :: 9000000000412 :: DIASPORA AFRICANA NA INDIA - 2,"1,00","65,40","65,40"
31241021238738000323550010000000981414359154,98,"5115 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS, RECE",24/10/2024 10:32:49,"414 :: 414 :: :: 9788539302161 :: 9000000000414 :: POLITICA, SOCIOLOGIA E TEORIA","1,00","47,40","47,40"
31241021238738000323550010000000981414359154,98,"5115 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS, RECE",24/10/2024 10:32:49,527 :: 527 :: :: 9786557112229 :: 9000000000527 :: CETICISMO,"1,00","31,20","31,20"
31241021238738000323550010000000981414359154,98,"5115 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS, RECE",24/10/2024 10:32:49,322 :: 322 :: :: 9788539305698 :: 9000000000322 :: DE HEGEL A NIETZSCHE,"1,00","63,60","63,60"
31241021238738000323550010000000981414359154,98,"5115 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS, RECE",24/10/2024 10:32:49,482 :: 482 :: :: 9788539303700 :: 9000000000482 :: NOSSA HUMANIDADE,"1,00","47,40","47,40"
31241021238738000323550010000000981414359154,98,"5115 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS, RECE",24/10/2024 10:32:49,"483 :: 483 :: :: 9788539304684 :: 9000000000483 :: SOBERANIA DO BEM, A","1,00","21,00","21,00"
31241021238738000323550010000000981414359154,98,"5115 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS, RECE",24/10/2024 10:32:49,484 :: 484 :: :: 9788539305001 :: 9000000000484 :: DEMOCRACIA E REPRESENTACAO,"1,00","41,40","41,40"
31241021238738000323550010000000981414359154,98,"5115 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS, RECE",24/10/2024 10:32:49,486 :: 486 :: :: 9788539305452 :: 9000000000486 :: DESAFIOS DA SOCIEDADE CONTEMPO,"1,00","34,20","34,20"
31241021238738000323550010000000981414359154,98,"5115 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS, RECE",24/10/2024 10:32:49,219 :: 219 :: :: 9788539305940 :: 9000000000219 :: HISTORIA DEVE SER DIVIDIDA EM,"1,00","33,60","33,60"
31241021238738000323550010000000981414359154,98,"5115 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS, RECE",24/10/2024 10:32:49,487 :: 487 :: :: 9788539303939 :: 9000000000487 :: MERCADORES DE CULTURA,"1,00","62,40","62,40"
31241021238738000323550010000000981414359154,98,"5115 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS, RECE",24/10/2024 10:32:49,489 :: 489 :: :: 9788539305650 :: 9000000000489 :: MOEDA E CRISE ECONOMICA GLOBAL,"1,00","46,80","46,80"
31241021238738000323550010000000981414359154,98,"5115 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS, RECE",24/10/2024 10:32:49,"490 :: 490 :: :: 9788539305780 :: 9000000000490 :: NOMES DA HISTORIA, OS","1,00","28,80","28,80"
31241021238738000323550010000000981414359154,98,"5115 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS, RECE",24/10/2024 10:32:49,491 :: 491 :: :: 9788539305803 :: 9000000000491 :: TECNICA E CIENCIA COMO IDEOLO,"1,00","34,20","34,20"
31241021238738000323550010000000981414359154,98,"5115 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS, RECE",24/10/2024 10:32:49,"493 :: 493 :: :: 9788539307548 :: 9000000000493 :: IMPERIO DO SENTIDO, O","1,00","58,80","58,80"
31241021238738000323550010000000981414359154,98,"5115 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS, RECE",24/10/2024 10:32:49,"221 :: 221 :: :: 9788539307685 :: 9000000000221 :: INCLUSAO DO OUTRO, A","1,00","66,00","66,00"
31241021238738000323550010000000981414359154,98,"5115 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS, RECE",24/10/2024 10:32:49,496 :: 496 :: :: 9788539307944 :: 9000000000496 :: INDIVIDUOS,"1,00","46,80","46,80"
31241021238738000323550010000000981414359154,98,"5115 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS, RECE",24/10/2024 10:32:49,498 :: 498 :: :: 9788539307890 :: 9000000000498 :: DEVERES E DELEITES,"1,00","56,40","56,40"
31241021238738000323550010000000981414359154,98,"5115 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS, RECE",24/10/2024 10:32:49,500 :: 500 :: :: 9788539308057 :: 9000000000500 :: VOZES DA TIRANIA: TEMPLOS DE S,"1,00","32,40","32,40"
31241021238738000323550010000000981414359154,98,"5115 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS, RECE",24/10/2024 10:32:49,343 :: 343 :: :: 9788539308156 :: 9000000000343 :: ESTUDOS SOBRE A PERSONALIDADE,"1,00","66,00","66,00"
31241021238738000323550010000000981414359154,98,"5115 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS, RECE",24/10/2024 10:32:49,503 :: 503 :: :: 9788539308231 :: 9000000000503 :: JUBILO OU OS TORMENTOS DO DISC,"1,00","26,40","26,40"
31241021238738000323550010000000981414359154,98,"5115 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS, RECE",24/10/2024 10:32:49,220 :: 220 :: :: 9786557110027 :: 9000000000220 :: IDEIA DE UMA CIENCIA SOCIAL E,"1,00","36,00","36,00"
